Destination Port,Fwd Packet Length Std,Min Packet Length,ACK Flag Count,Average Packet Size,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward, Bwd Packets/s,Label
0.1612982505643291,0.0,0.0,0,0.0,8192,8192,4.167561391465313,20,4.81303755613205,0
10.244625582387233,0.0,0.0,1,0.0,2239,-1,4.167561391465313,20,0.0,0
10.244625582387233,0.0,0.0,1,0.0,2049,-1,4.167561391465313,20,0.0,1
0.2428096824428781,71.8087075235,0.0,0,396.8181818182,8192,64,0.2043528867212027,20,0.1955085282,0
0.2428096824428781,23.4591844132,0.0,1,41.0,251,-1,2.897171409207443,20,0.0,0
2.9813685449801905,0.0,0.0,1,0.0,2052,-1,4.167561391465313,20,0.0,1
19.58859257232888,0.0,0.0,0,0.0,26883,0,4.167561391465313,40,500000.0,1
0.2021654530641743,0.0,0.0,0,0.0,-1,-1,4.167561391465313,0,0.0,0
0.2428096824428781,441.2661481556,0.0,1,168.2037037037,5564,5565,0.3251297073897559,20,0.6545002533,0
0.1561453158704227,191.1971107649,0.0,0,144.0909090909,8192,62646,0.1179030551848046,20,1.9375362531,0
0.2101726111014228,0.0,36.0,0,109.0,-1,-1,2.897171409207443,8,54.7795124623,0
0.2101726111014228,0.0,40.0,0,90.5,-1,-1,4.167561391465313,8,925.9259259259,0
10.244625582387233,107.81757355211936,0.0,0,38.3,8192,172,0.226277374778347,20,0.1206055837232289,0
0.2101726111014228,0.0,51.0,0,131.5,-1,-1,4.167561391465313,8,343.4065934066,0
0.2101726111014228,0.0,46.0,0,77.0,-1,-1,4.167561391465313,8,3311.2582781457,0
0.1561453158704227,202.2944748268,0.0,0,205.3684210526,8192,62852,0.2001722086933484,20,2.0168202811,0
0.2428096824428781,86.7229304548,0.0,0,644.6744186047,8192,127,0.1179030551848046,20,0.2296487705,0
0.2101726111014228,0.0,37.0,0,85.5,-1,-1,4.167561391465313,8,53.2878610253,0
0.2101726111014228,0.0,40.0,0,91.0,-1,-1,4.167561391465313,8,87.29050279,0
0.2101726111014228,0.0,42.0,0,93.0,-1,-1,4.167561391465313,8,616.5228113440197,0
0.7671917893073946,418.1447118,0.0,0,178.7142857,65535,32768,2.897171409207443,20,1800.180018,0
0.2101726111014228,0.0,28.0,0,50.0,-1,-1,4.167561391465313,8,3875.968992248064,0
0.2101726111014228,0.0,38.0,0,75.5,-1,-1,2.897171409207443,8,31.478712520657908,0
0.2101726111014228,0.0,45.0,0,88.0,-1,-1,4.167561391465313,8,936.3295880149814,0
0.2101726111014228,0.0,36.0,0,68.0,-1,-1,4.167561391465313,8,871.0801393728224,0
0.2101726111014228,0.0,40.0,0,68.0,-1,-1,4.167561391465313,8,3861.0038610039,0
0.2428096824428781,315.9583875,0.0,0,247.6,8192,34344,2.5389063475296725,20,0.280373491,0
10.244625582387233,92.95339334,0.0,0,92.71428571,8192,149,2.897171409207443,20,4545.454545,0
22.19069373858329,0.0,0.0,1,0.0,241,230,4.167561391465313,32,142857.142857143,1
10.244625582387233,182.4426851,0.0,0,178.7142857,65535,219,2.897171409207443,20,411.6920543,1
0.1561453158704227,213.483020402092,0.0,0,169.3125,8192,62872,0.2001722086933484,20,2.5631261350987167,0
0.1561453158704227,188.8467926947956,0.0,0,155.0625,8192,62948,0.2001722086933484,20,2.4510258768807685,0
10.244625582387233,0.0,0.0,1,0.0,278,-1,4.167561391465313,20,0.0,0
