Destination Port,Fwd Packet Length Std,Min Packet Length,ACK Flag Count,Average Packet Size,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward, Bwd Packets/s,Label
2.404313893497859,199.25584769216798,0,1,561.0391196383639,8120,10495,4.14479000516716,8,127.63773358391222,0
0.19861500072298666,0.011080252007100055,0,1,149.95745039647755,366,282,4.069494510607644,20,352.14435414195026,1
20.460013319924865,199.49028580572173,1,1,751.4721390991396,8124,273,4.108723693448124,20,525.7367585403663,0
10.29512645676067,195.95536173560785,1,0,151.65621316790651,29875,199,2.8236105053249796,24,236.41501631704483,0
20.749455214038985,91.40987924400937,0,1,2.5043783143068743,7574,16,2.85111778791804,32,118.17689497997031,0
10.349714120630706,39.20596471908193,62,1,69.03877017847546,28996,173,0.15124598626983943,20,287954.89638862805,0
0.21235842037602093,38.230041360001195,45,1,55.93736890708398,8370,36406,4.1578644150931,20,12.982427814580547,1
2.317647288893379,211.06544783986354,0,1,637.9514215494842,8051,-1,4.111055146028422,20,438.6917127457988,0
0.25353278279812763,397.40070197586977,0,1,157.09829804848093,38,63462,13.841544557157292,8,30600.20976578912,0
19.86266211259413,38.45228398033166,1,0,136.01702452135754,30074,182,2.932577063072072,0,553.8859444737099,1
2.332258029695293,39.9916640415591,1,1,166.49812054080905,69,200,16.049969170263292,28,501.4665204404864,0
10.261390882202154,197.56597170156232,1,1,63.753990661360035,10267,62,14.88055519343087,0,31669.547143579468,0
0.22193687794873168,92.44197157232881,0,0,64.68932328634827,467,75,4.1499064427633785,8,272767.55537735356,0
10.30617511371332,195.1520714050741,69,1,252.99655092577302,60633,114,1.9965320081602382,8,314579.3998159203,1
10.263315646123825,37.44779057795168,0,0,75.06214785858808,29447,602,2.262202664187945,32,88891.51451418956,0
0.30468291080303395,42.45980861846472,0,0,84.56269457870522,61386,62065,2.7920790776692823,8,319384.6222838127,0
10.167767526812794,27.431923611708488,0,1,161.89691690344077,62277,166,0.3911237711292087,8,27740.827878117118,0
2.226561094107519,38.02414036472247,0,0,80.73811618430024,7912,120,0.15442004818929195,0,384.59556619248883,0
10.269273815957481,0.3710837765702019,69,0,63.708863468779214,62057,372,2.8285021474972627,20,95576.27175161726,0
10.214219121861177,92.67308278030517,0,1,163.7128785467964,7993,62529,2.856858946564763,32,79073.11846080149,0
10.333732007613355,190.981845095937,0,0,82.25233432625942,69,248,4.151294249401446,20,904.3895048113009,0
20.598930964526055,192.0772649950176,0,1,475.93184374915575,29099,77,2.8569270910993056,20,304245.3272983025,0
2.225604380675222,44.305088115895245,1,1,162.78915563470215,27704,365,2.8552131701309813,0,534.3110137084041,0
0.29420850236143375,42.24456345804324,42,1,530.1793634291826,7900,427,2.8570910799755103,32,678.775389065677,0
20.702887164900723,191.71021269463367,0,1,166.53795134320924,27717,620,2.8642530163934135,20,63407.96395809517,1
20.528417382017462,403.89180483227767,0,0,166.74026067323052,141,22,4.096328397866945,24,305993.40349586966,0
2.2950792050794417,193.92794955081806,43,1,69.93355223749772,31181,94,4.100983322806669,20,22902.89069723617,1
10.235635139630919,190.99583431298632,1,0,634.633414067752,27263,189,14.26008702042485,32,162.44122212111864,0
0.28057718943410415,385.9334009269444,0,0,233.4612953934554,28703,88,2.8287840268862983,20,94672.41048939493,0
2.3559388513049218,28.60135614005864,0,0,158.08458664138826,27664,519,2.846049432009457,20,325184.6082988313,0
2.2041464183417654,35.612057595405304,1,1,71.68767965334924,100,450,4.149031200715568,8,120.91792464584626,0
0.23251463383753174,203.41727158350358,1,0,424.5931004372769,7775,379,2.89506957630364,20,71.0925085272703,0
0.26497715757635537,399.2559585733178,0,0,152.53863198101047,8023,154,2.795506344546568,32,981.925455847896,0
0.2622123525813688,0.017082421800580505,0,1,505.31752227966354,30222,80,2.812467566670156,20,302.0938022487226,0
2.422762772579057,38.93830577629977,0,0,418.2881054164152,7964,98,2.041467722087102,20,830.7758792123851,0
0.2601446068352936,1.4519436645163735,0,1,58.13498040497501,7711,377,4.096558278658964,20,261.0579734767645,0
